,,,,, Esperado ,,,"49,234",,,,,,359,,,,,,,,
,TEC21,1,,, Identificado ,"48,825",,"48,005","49,637",52,"1,382","1,663","1,618","49,184",,,,,,,,
,TERM,202511,,,,,,,,,,,,0.70%,,,Programa,Campus,sem avance,,,
,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,ProyecciÛn MT,HistÛrico,HistÛrico,HistÛrico,C·lculo,C·lculo,C·lculo,C·lculo,C·lculo,,,NEG,Monterrey,4,ad23,8,
CAMPUS_INSCRIPCION,CAMPUS_INSCRIPCION,ENTRADA_TERM,PROGRAMATERM, SEMESTRE_AVANCE_GENERACION ,GENERACION, Sum of TOTAL_AGRUPACION , TERM 202313 por sem avance , TERM 202411 por sem avance , TERM 202413 , Programa en InglÈs sin BGB , Var AA , VAR ACTUAL , Ajuste , MT Ajustada ,,,NEG,Monterrey,5,fj24,3,-63%
Monterrey,Monterrey, NEG ,LDO,6,202213,30,28,29,19,0,4%,56%,4%,20,10,,,,,,,
Monterrey,Monterrey, NEG ,LDO,7,202211,2,1,1,0,0,0%,,,2, -   ,,,,,,,
Monterrey,Monterrey, NEG ,LDO,8,202113,29,28,29,29,0,4%,0%,4%,30,-1,,,,,,,
Monterrey,Monterrey, NEG ,LDO,9,202111,1,2,1,1,0,-50%,-50%,-50%,1, -   ,,,,,,,
Monterrey,Monterrey, NEG ,LDO,10,202013,2,5,5,2,0,0%,0%,0%,2, -   ,,,,,,,
Monterrey,Monterrey, NEG ,LDO,11,202011,0,1,0,0,0,-100%,,,0, -   ,,,,,,,
Monterrey,Monterrey, NEG ,LDO,12,201913,1, -   ,0,2,0,,-32%,-32%,1, -   ,,,,,,,
Monterrey,Monterrey, NEG ,BFI,2,202413, -   , -   ,0,0,1,,,, -   , -   ,,,,,,,
Monterrey,Monterrey, NEG ,BFI,3,202411,0, -   ,0,0,1,,,,0, -   ,,,,,,,
Monterrey,Monterrey, NEG ,BFI,4,202313,51, -   ,0,51,1,,0%,0%,51,0,,,,,,,
Monterrey,Monterrey, NEG ,LIN,6,202213,2, -   ,0,0,0,,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,1,202511,27, -   ,28,0,0,,,,27, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,2,202413,692,763,733,781,0,-4%,-11%,-11%,692, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,3,202411,12,28,22,25,0,-21%,-53%,-53%,12, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,4,202313,34,524,21,506,0,-96%,-93%,-93%,34, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,5,202311,1,1,1,4,0,0%,-84%,-84%,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,6,202213,6,8,2,6,0,-75%,2%,-75%,2,5,,,,,,,
Monterrey,Monterrey,IIT,IIT,7,202211,0,1,0,1,0,-100%,-60%,-100%, -   ,0,,,,,,,
Monterrey,Monterrey,IIT,IIT,8,202113,2,4,2,1,0,-50%,106%,-50%,1,2,,,,,,,
Monterrey,Monterrey,IIT,IIT,12,201513,1,1,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,12,201813,2,1,0,0,0,-100%,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIT,12,201913,1,1,1,1,0,0%,0%,0%,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,2,202413,0, -   ,0,0,0,,,,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,3,202411,1, -   ,0,0,0,,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,4,202313,190,32,187,34,0,484%,458%,458%,190, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,5,202311,5,5,7,2,0,40%,141%,141%,5, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,6,202213,206,205,211,202,0,3%,2%,3%,208,-2,,,,,,,
Monterrey,Monterrey,IIT,IIS,7,202211,5,18,18,7,0,0%,-22%,0%,7,-2,,,,,,,
Monterrey,Monterrey,IIT,IIS,8,202113,216,265,257,211,0,-3%,3%,-3%,205,12,,,,,,,
Monterrey,Monterrey,IIT,IIS,9,202111,9,7,7,18,0,0%,-50%,-50%,9, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,10,202013,33,106,43,68,0,-59%,-52%,-52%,33, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,11,202011,1,3,0,1,0,-100%,-30%,-30%,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,12,201713,1,4,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IIS,12,201913,11,4,2,15,0,-50%,-29%,-29%,11, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,3,202411,2, -   ,0,0,0,,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,4,202313,148,17,123,12,0,624%,1132%,1132%,148, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,5,202311,7,3,2,10,0,-33%,-30%,-30%,7, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,6,202213,150,119,129,125,0,8%,20%,8%,136,14,,,,,,,
Monterrey,Monterrey,IIT,IM,7,202211,7,6,6,1,0,0%,618%,0%,1,6,,,,,,,
Monterrey,Monterrey,IIT,IM,8,202113,137,166,157,135,0,-5%,2%,-5%,128,10,,,,,,,
Monterrey,Monterrey,IIT,IM,9,202111,9,9,8,6,0,-11%,55%,55%,9, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,10,202013,28,53,36,65,0,-32%,-56%,-56%,28, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,11,202011,3,3,1,4,0,-67%,-30%,-30%,3, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,12,201811,1,8,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,12,201813,2,8,0,0,0,-100%,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IM,12,201913,6,8,7,9,0,-13%,-37%,-37%,6, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,3,202411,2, -   ,0,0,0,,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,4,202313,126,19,121,11,0,537%,1042%,1042%,126, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,5,202311,3,4,5,3,0,25%,-1%,-1%,3, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,6,202213,124,154,160,137,0,4%,-9%,4%,142,-18,,,,,,,
Monterrey,Monterrey,IIT,IMT,7,202211,4,3,3,5,0,0%,-28%,0%,5,-1,,,,,,,
Monterrey,Monterrey,IIT,IMT,8,202113,140,183,169,169,0,-8%,-17%,-8%,156,-16,,,,,,,
Monterrey,Monterrey,IIT,IMT,9,202111,4,5,3,3,0,-40%,27%,27%,4, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,10,202013,27,64,31,54,0,-52%,-50%,-50%,27, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,11,202011,1,3,2,2,0,-33%,-65%,-65%,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,12,201713,2,1,0,0,0,-100%,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMT,12,201913,7,1,0,11,0,-100%,-37%,-37%,7, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,3,202411,0, -   ,1,0,0,,,,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,4,202313,135,113,111,99,0,-2%,36%,36%,135, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,5,202311,0,7,6,1,0,-14%,-90%,-90%,0, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,6,202213,119,112,111,101,0,-1%,18%,-1%,100,19,,,,,,,
Monterrey,Monterrey,IIT,IMD,8,202113,108,131,129,109,0,-2%,-1%,-2%,107,1,,,,,,,
Monterrey,Monterrey,IIT,IMD,10,202013,24,52,25,47,0,-52%,-49%,-49%,24, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,12,201613,2,1,0,0,0,-100%,,,2, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,12,201713,1,1,0,0,0,-100%,,,1, -   ,,,,,,,
Monterrey,Monterrey,IIT,IMD,12,201813,1,1,0,0,0,-100%,,,1, -   ,,,,,,,
