PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
AMC,Querétaro,1,4.0,7,Querétaro,Querétaro,AMC,false,false,false,4.0,202013,202313,TEC A+
ICI,Monterrey,1,3.0,7,Monterrey,Monterrey,ICI,false,false,false,3.0,202013,202313,TEC B
IIT,Central de Veracruz,1,3.0,7,Central de Veracruz,Central de Veracruz,IIT,false,false,false,3.0,202013,202313,TEC A+
ICT,Laguna,1,1.0,7,Laguna,Laguna,ICT,false,false,false,1.0,202013,202313,NO TEC B
IBQ,Querétaro,1,22.0,7,Querétaro,Querétaro,IBQ,false,false,false,22.0,202013,202313,NO TEC A
ICI,Estado de México,1,17.0,7,Estado de México,Estado de México,ICI,false,false,false,17.0,202013,202313,TEC A+
IIT,León,1,13.0,7,León,León,IIT,false,false,false,13.0,202013,202313,NO TEC A+
CIS,Querétaro,1,8.0,7,Querétaro,Querétaro,CIS,false,false,false,8.0,202013,202313,TEC A+
NEG,Irapuato,1,3.0,7,Irapuato,Irapuato,NEG,false,false,false,3.0,202013,202313,TEC B
AMC,Guadalajara,1,5.0,7,Guadalajara,Guadalajara,AMC,false,false,false,5.0,202013,202313,NO TEC A
ICI,Ciudad Obregón,1,1.0,7,Ciudad Obregón,Ciudad Obregón,ICI,false,false,false,1.0,202013,202313,NO TEC A+
IBQ,Central de Veracruz,1,1.0,7,Central de Veracruz,Central de Veracruz,IBQ,false,false,false,1.0,202013,202313,TEC A
ICT,Sinaloa,1,2.0,7,Sinaloa,Sinaloa,ICT,false,false,false,2.0,202013,202313,TEC A+
NEG,Monterrey,1,219.0,7,Monterrey,Monterrey,NEG,false,false,false,219.0,202013,202313,TEC A
IIT,Toluca,1,27.0,7,Toluca,Toluca,IIT,false,false,false,27.0,202013,202313,NO TEC A+
IIT,Chiapas,1,4.0,7,Chiapas,Chiapas,IIT,false,false,false,4.0,202013,202313,TEC A+
ESC,Querétaro,1,37.0,7,Querétaro,Querétaro,ESC,false,false,false,37.0,202013,202313,NO TEC A
CIS,Monterrey,1,8.0,7,Monterrey,Monterrey,CIS,false,false,false,8.0,202013,202313,TEC B
IBQ,Hidalgo,1,1.0,7,Hidalgo,Hidalgo,IBQ,false,false,false,1.0,202013,202313,TEC B
NEG,Ciudad de México,1,50.0,7,Ciudad de México,Ciudad de México,NEG,false,false,false,50.0,202013,202313,NO TEC A
IIT,Laguna,1,24.0,7,Laguna,Laguna,IIT,false,false,false,24.0,202013,202313,NO TEC A+
ICT,Santa Fe,1,7.0,7,Santa Fe,Santa Fe,ICT,false,false,false,7.0,202013,202313,NO TEC B
CIS,Ciudad de México,1,4.0,7,Ciudad de México,Ciudad de México,CIS,false,false,false,4.0,202013,202313,TEC B
NEG,Zacatecas,1,3.0,7,Zacatecas,Zacatecas,NEG,false,false,false,3.0,202013,202313,NO TEC A+
IBQ,Chiapas,1,2.0,7,Chiapas,Chiapas,IBQ,false,false,false,2.0,202013,202313,TEC A
CIS,Puebla,1,1.0,7,Puebla,Puebla,CIS,false,false,false,1.0,202013,202313,TEC B
CIS,Querétaro,1,12.0,7,Querétaro,Querétaro,CIS,false,false,false,12.0,202013,202313,NO TEC A+
IBQ,Guadalajara,1,34.0,7,Guadalajara,Guadalajara,IBQ,false,false,false,34.0,202013,202313,NO TEC A+
IBQ,Toluca,1,26.0,7,Toluca,Toluca,IBQ,false,false,false,26.0,202013,202313,NO TEC A+
IBQ,Morelia,1,1.0,7,Morelia,Morelia,IBQ,false,false,false,1.0,202013,202313,TEC A
ICI,Santa Fe,1,1.0,7,Santa Fe,Santa Fe,ICI,false,false,false,1.0,202013,202313,TEC B
IIT,Querétaro,1,4.0,7,Querétaro,Querétaro,IIT,false,false,false,4.0,202013,202313,NO TEC B
NEG,Chihuahua,1,3.0,7,Chihuahua,Chihuahua,NEG,false,false,false,3.0,202013,202313,TEC B
ICT,Monterrey,1,46.0,7,Monterrey,Monterrey,ICT,false,false,false,46.0,202013,202313,TEC A
IIT,Morelia,1,6.0,7,Morelia,Morelia,IIT,false,false,false,6.0,202013,202313,NO TEC A
CIS,Guadalajara,1,4.0,7,Guadalajara,Guadalajara,CIS,false,false,false,4.0,202013,202313,NO TEC A
SLD,Chihuahua,1,7.0,7,Chihuahua,Chihuahua,SLD,false,false,false,7.0,202013,202313,NO TEC A+
ICT,Saltillo,1,2.0,7,Saltillo,Saltillo,ICT,false,false,false,2.0,202013,202313,TEC A
IIT,Tampico,1,1.0,7,Tampico,Tampico,IIT,false,false,false,1.0,202013,202313,NO TEC B
ICI,Guadalajara,1,1.0,7,Guadalajara,Guadalajara,ICI,false,false,false,1.0,202013,202313,NO TEC B
IBQ,Estado de México,1,1.0,7,Estado de México,Estado de México,IBQ,false,false,false,1.0,202013,202313,TEC C
AMC,Guadalajara,1,7.0,7,Guadalajara,Guadalajara,AMC,false,false,false,7.0,202013,202313,TEC B
ESC,Estado de México,1,46.0,7,Estado de México,Estado de México,ESC,false,false,false,46.0,202013,202313,NO TEC A+
IIT,Morelia,1,9.0,7,Morelia,Morelia,IIT,false,false,false,9.0,202013,202313,NO TEC A+
NEG,Sinaloa,1,1.0,7,Sinaloa,Sinaloa,NEG,false,false,false,1.0,202013,202313,TEC C
ESC,Chihuahua,1,3.0,7,Chihuahua,Chihuahua,ESC,false,false,false,3.0,202013,202313,TEC A+
ICI,Cuernavaca,1,5.0,7,Cuernavaca,Cuernavaca,ICI,false,false,false,5.0,202013,202313,NO TEC A+
ICI,Zacatecas,1,1.0,7,Zacatecas,Zacatecas,ICI,false,false,false,1.0,202013,202313,TEC A+
ICI,Ciudad Obregón,1,2.0,7,Ciudad Obregón,Ciudad Obregón,ICI,false,false,false,2.0,202013,202313,TEC A+
ICI,Aguascalientes,1,1.0,7,Aguascalientes,Aguascalientes,ICI,false,false,false,1.0,202013,202313,NO TEC A+
ICI,León,1,1.0,7,León,León,ICI,false,false,false,1.0,202013,202313,NO TEC B
NEG,San Luis Potosí,1,30.0,7,San Luis Potosí,San Luis Potosí,NEG,false,false,false,30.0,202013,202313,TEC A
ICT,Querétaro,1,13.0,7,Querétaro,Querétaro,ICT,false,false,false,13.0,202013,202313,NO TEC A+
IIT,Chihuahua,1,16.0,7,Chihuahua,Chihuahua,IIT,false,false,false,16.0,202013,202313,NO TEC A+
IIT,Saltillo,1,5.0,7,Saltillo,Saltillo,IIT,false,false,false,5.0,202013,202313,TEC A+
ICT,Ciudad Juárez,1,1.0,7,Ciudad Juárez,Ciudad Juárez,ICT,false,false,false,1.0,202013,202313,NO TEC A+
NEG,Cuernavaca,1,7.0,7,Cuernavaca,Cuernavaca,NEG,false,false,false,7.0,202013,202313,TEC A+
ESC,Estado de México,1,1.0,7,Estado de México,Estado de México,ESC,false,false,false,1.0,202013,202313,NO TEC C
ICI,Monterrey,1,27.0,7,Monterrey,Monterrey,ICI,false,false,false,27.0,202013,202313,TEC A
ICT,Guadalajara,1,14.0,7,Guadalajara,Guadalajara,ICT,false,false,false,14.0,202013,202313,TEC A+
NEG,Hidalgo,1,6.0,7,Hidalgo,Hidalgo,NEG,false,false,false,6.0,202013,202313,TEC A+
IIT,Sinaloa,1,25.0,7,Sinaloa,Sinaloa,IIT,false,false,false,25.0,202013,202313,NO TEC A+
IBQ,Morelia,1,8.0,7,Morelia,Morelia,IBQ,false,false,false,8.0,202013,202313,NO TEC A+
NEG,Hidalgo,1,3.0,7,Hidalgo,Hidalgo,NEG,false,false,false,3.0,202013,202313,TEC B
CIS,Estado de México,1,1.0,7,Estado de México,Estado de México,CIS,false,false,false,1.0,202013,202313,TEC C
IIT,Guadalajara,1,23.0,5,Guadalajara,Guadalajara,IIT,false,false,false,23.0,202113,202313,TEC A+
IBQ,Laguna,1,1.0,5,Laguna,Laguna,IBQ,false,false,false,1.0,202113,202313,NO TEC B
ESC,Ciudad de México,1,2.0,5,Ciudad de México,Ciudad de México,ESC,false,false,false,2.0,202113,202313,TEC B
IBQ,Ciudad de México,1,30.0,5,Ciudad de México,Ciudad de México,IBQ,false,false,false,30.0,202113,202313,TEC A
ICI,Tampico,1,4.0,5,Tampico,Tampico,ICI,false,false,false,4.0,202113,202313,TEC A+
CIS,Estado de México,1,8.0,5,Estado de México,Estado de México,CIS,false,false,false,8.0,202113,202313,NO TEC A+
IBQ,Ciudad Obregón,1,1.0,5,Ciudad Obregón,Ciudad Obregón,IBQ,false,false,false,1.0,202113,202313,NO TEC A+
IIT,Guadalajara,1,3.0,5,Guadalajara,Guadalajara,IIT,false,false,false,3.0,202113,202313,TEC B
ESC,Puebla,1,1.0,5,Puebla,Puebla,ESC,false,false,false,1.0,202113,202313,NO TEC C
ICI,León,1,3.0,5,León,León,ICI,false,false,false,3.0,202113,202313,TEC A+
IBQ,Estado de México,1,20.0,5,Estado de México,Estado de México,IBQ,false,false,false,20.0,202113,202313,TEC A
ESC,Toluca,1,22.0,5,Toluca,Toluca,ESC,false,false,false,22.0,202113,202313,NO TEC A+
IIT,León,1,6.0,5,León,León,IIT,false,false,false,6.0,202113,202313,TEC A
NEG,Zacatecas,1,4.0,5,Zacatecas,Zacatecas,NEG,false,false,false,4.0,202113,202313,TEC A
IIT,Santa Fe,1,9.0,5,Santa Fe,Santa Fe,IIT,false,false,false,9.0,202113,202313,NO TEC B
AMC,Sonora Norte,1,9.0,5,Sonora Norte,Sonora Norte,AMC,false,false,false,9.0,202113,202313,NO TEC A+
ICI,Monterrey,1,14.0,5,Monterrey,Monterrey,ICI,false,false,false,14.0,202113,202313,NO TEC A
CIS,Querétaro,1,12.0,5,Querétaro,Querétaro,CIS,false,false,false,12.0,202113,202313,TEC A
ICT,Laguna,1,5.0,5,Laguna,Laguna,ICT,false,false,false,5.0,202113,202313,NO TEC A+
IIT,Puebla,1,2.0,5,Puebla,Puebla,IIT,false,false,false,2.0,202113,202313,NO TEC B
IBQ,Ciudad de México,1,1.0,5,Ciudad de México,Ciudad de México,IBQ,false,false,false,1.0,202113,202313,TEC B
IIT,Santa Fe,1,1.0,5,Santa Fe,Santa Fe,IIT,false,false,false,1.0,202113,202313,NO TEC C
IIT,Sinaloa,1,10.0,5,Sinaloa,Sinaloa,IIT,false,false,false,10.0,202113,202313,TEC A
NEG,Sonora Norte,1,22.0,5,Sonora Norte,Sonora Norte,NEG,false,false,false,22.0,202113,202313,NO TEC A
ICI,Sonora Norte,1,1.0,5,Sonora Norte,Sonora Norte,ICI,false,false,false,1.0,202113,202313,TEC A
AMC,Ciudad de México,1,2.0,5,Ciudad de México,Ciudad de México,AMC,false,false,false,2.0,202113,202313,NO TEC B
NEG,Guadalajara,1,12.0,5,Guadalajara,Guadalajara,NEG,false,false,false,12.0,202113,202313,NO TEC B
IBQ,León,1,1.0,5,León,León,IBQ,false,false,false,1.0,202113,202313,NO TEC A
NEG,Sonora Norte,1,39.0,5,Sonora Norte,Sonora Norte,NEG,false,false,false,39.0,202113,202313,NO TEC A+
AMC,Estado de México,1,23.0,5,Estado de México,Estado de México,AMC,false,false,false,23.0,202113,202313,TEC A
ESC,Cuernavaca,1,2.0,5,Cuernavaca,Cuernavaca,ESC,false,false,false,2.0,202113,202313,NO TEC A
IBQ,Santa Fe,1,1.0,5,Santa Fe,Santa Fe,IBQ,false,false,false,1.0,202113,202313,NO TEC C
NEG,Sinaloa,1,21.0,5,Sinaloa,Sinaloa,NEG,false,false,false,21.0,202113,202313,NO TEC A
ICT,Hidalgo,1,2.0,5,Hidalgo,Hidalgo,ICT,false,false,false,2.0,202113,202313,NO TEC A
IIT,Hidalgo,1,9.0,5,Hidalgo,Hidalgo,IIT,false,false,false,9.0,202113,202313,TEC A+
ICT,Guadalajara,1,1.0,5,Guadalajara,Guadalajara,ICT,false,false,false,1.0,202113,202313,NO TEC C
ICT,Sonora Norte,1,5.0,5,Sonora Norte,Sonora Norte,ICT,false,false,false,5.0,202113,202313,TEC A+
ICT,Ciudad Obregón,1,2.0,5,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,2.0,202113,202313,TEC A+
NEG,Chiapas,1,1.0,5,Chiapas,Chiapas,NEG,false,false,false,1.0,202113,202313,NO TEC A
IIT,Santa Fe,1,24.0,5,Santa Fe,Santa Fe,IIT,false,false,false,24.0,202113,202313,TEC A+
IBQ,Tampico,1,1.0,5,Tampico,Tampico,IBQ,false,false,false,1.0,202113,202313,TEC A
NEG,Santa Fe,1,110.0,5,Santa Fe,Santa Fe,NEG,false,false,false,110.0,202113,202313,TEC A
IIT,Morelia,1,4.0,5,Morelia,Morelia,IIT,false,false,false,4.0,202113,202313,TEC A
ICI,Saltillo,1,1.0,5,Saltillo,Saltillo,ICI,false,false,false,1.0,202113,202313,TEC A+
NEG,Estado de México,1,41.0,5,Estado de México,Estado de México,NEG,false,false,false,41.0,202113,202313,TEC A+
ICT,San Luis Potosí,1,1.0,5,San Luis Potosí,San Luis Potosí,ICT,false,false,false,1.0,202113,202313,NO TEC B
NEG,Tampico,1,4.0,5,Tampico,Tampico,NEG,false,false,false,4.0,202113,202313,TEC A+
CIS,Toluca,1,7.0,5,Toluca,Toluca,CIS,false,false,false,7.0,202113,202313,TEC A
ICT,Santa Fe,1,14.0,5,Santa Fe,Santa Fe,ICT,false,false,false,14.0,202113,202313,TEC A+
AMC,Sonora Norte,1,4.0,5,Sonora Norte,Sonora Norte,AMC,false,false,false,4.0,202113,202313,NO TEC A
NEG,Estado de México,1,34.0,5,Estado de México,Estado de México,NEG,false,false,false,34.0,202113,202313,NO TEC A
ESC,Monterrey,1,57.0,5,Monterrey,Monterrey,ESC,false,false,false,57.0,202113,202313,NO TEC A
ICT,Querétaro,1,17.0,5,Querétaro,Querétaro,ICT,false,false,false,17.0,202113,202313,TEC A+
ICT,Aguascalientes,1,4.0,5,Aguascalientes,Aguascalientes,ICT,false,false,false,4.0,202113,202313,NO TEC A+
NEG,Ciudad Obregón,1,6.0,5,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,6.0,202113,202313,TEC A
CIS,Ciudad Juárez,1,3.0,5,Ciudad Juárez,Ciudad Juárez,CIS,false,false,false,3.0,202113,202313,TEC A+
IIT,Ciudad de México,1,2.0,5,Ciudad de México,Ciudad de México,IIT,false,false,false,2.0,202113,202313,TEC B
ICT,Estado de México,1,24.0,5,Estado de México,Estado de México,ICT,false,false,false,24.0,202113,202313,TEC A+
IBQ,Puebla,1,6.0,5,Puebla,Puebla,IBQ,false,false,false,6.0,202113,202313,TEC A
ICI,León,1,4.0,5,León,León,ICI,false,false,false,4.0,202113,202313,NO TEC A+
ICT,Chiapas,1,1.0,5,Chiapas,Chiapas,ICT,false,false,false,1.0,202113,202313,TEC A
ICI,Aguascalientes,1,1.0,5,Aguascalientes,Aguascalientes,ICI,false,false,false,1.0,202113,202313,NO TEC A
IIT,Estado de México,1,2.0,5,Estado de México,Estado de México,IIT,false,false,false,2.0,202113,202313,NO TEC B
ICT,Sonora Norte,1,11.0,5,Sonora Norte,Sonora Norte,ICT,false,false,false,11.0,202113,202313,NO TEC A+
NEG,Morelia,1,9.0,5,Morelia,Morelia,NEG,false,false,false,9.0,202113,202313,NO TEC A+
AMC,Querétaro,1,13.0,5,Querétaro,Querétaro,AMC,false,false,false,13.0,202113,202313,NO TEC A
NEG,Chiapas,1,1.0,5,Chiapas,Chiapas,NEG,false,false,false,1.0,202113,202313,TEC B
SLD,Chihuahua,1,4.0,5,Chihuahua,Chihuahua,SLD,false,false,false,4.0,202113,202313,TEC A
CIS,Querétaro,1,1.0,5,Querétaro,Querétaro,CIS,false,false,false,1.0,202113,202313,TEC B
ICI,Sinaloa,1,5.0,5,Sinaloa,Sinaloa,ICI,false,false,false,5.0,202113,202313,TEC A+
NEG,León,1,3.0,5,León,León,NEG,false,false,false,3.0,202113,202313,NO TEC B
IIT,Cuernavaca,1,2.0,5,Cuernavaca,Cuernavaca,IIT,false,false,false,2.0,202113,202313,TEC A+
ESC,Toluca,1,16.0,5,Toluca,Toluca,ESC,false,false,false,16.0,202113,202313,NO TEC A
ICT,Ciudad de México,1,12.0,5,Ciudad de México,Ciudad de México,ICT,false,false,false,12.0,202113,202313,TEC A+
SLD,Guadalajara,1,47.0,5,Guadalajara,Guadalajara,SLD,false,false,false,47.0,202113,202313,TEC A+
ICT,Chihuahua,1,2.0,5,Chihuahua,Chihuahua,ICT,false,false,false,2.0,202113,202313,TEC A+
ICI,Irapuato,1,1.0,5,Irapuato,Irapuato,ICI,false,false,false,1.0,202113,202313,TEC A+
ICI,Monterrey,1,67.0,5,Monterrey,Monterrey,ICI,false,false,false,67.0,202113,202313,NO TEC A+
CIS,Monterrey,1,57.0,5,Monterrey,Monterrey,CIS,false,false,false,57.0,202113,202313,TEC A+
AMC,Querétaro,1,16.0,5,Querétaro,Querétaro,AMC,false,false,false,16.0,202113,202313,NO TEC A+
ICI,Guadalajara,1,4.0,5,Guadalajara,Guadalajara,ICI,false,false,false,4.0,202113,202313,TEC A
NEG,Querétaro,1,51.0,5,Querétaro,Querétaro,NEG,false,false,false,51.0,202113,202313,NO TEC A+
ICI,Querétaro,1,4.0,5,Querétaro,Querétaro,ICI,false,false,false,4.0,202113,202313,TEC A
NEG,Santa Fe,1,24.0,5,Santa Fe,Santa Fe,NEG,false,false,false,24.0,202113,202313,NO TEC B
AMC,Ciudad de México,1,5.0,5,Ciudad de México,Ciudad de México,AMC,false,false,false,5.0,202113,202313,NO TEC A+
IIT,Querétaro,1,26.0,5,Querétaro,Querétaro,IIT,false,false,false,26.0,202113,202313,TEC A
IIT,Guadalajara,1,71.0,5,Guadalajara,Guadalajara,IIT,false,false,false,71.0,202113,202313,NO TEC A+
IIT,Estado de México,1,38.0,5,Estado de México,Estado de México,IIT,false,false,false,38.0,202113,202313,TEC A+
ESC,Monterrey,1,92.0,5,Monterrey,Monterrey,ESC,false,false,false,92.0,202113,202313,TEC A
NEG,Laguna,1,11.0,5,Laguna,Laguna,NEG,false,false,false,11.0,202113,202313,TEC A+
AMC,Ciudad de México,1,2.0,5,Ciudad de México,Ciudad de México,AMC,false,false,false,2.0,202113,202313,TEC B
ESC,Hidalgo,1,2.0,5,Hidalgo,Hidalgo,ESC,false,false,false,2.0,202113,202313,NO TEC A
ICI,Monterrey,1,45.0,5,Monterrey,Monterrey,ICI,false,false,false,45.0,202113,202313,TEC A+
NEG,Chihuahua,1,18.0,5,Chihuahua,Chihuahua,NEG,false,false,false,18.0,202113,202313,NO TEC A
IIT,Laguna,1,9.0,5,Laguna,Laguna,IIT,false,false,false,9.0,202113,202313,TEC A+
ICT,Puebla,1,5.0,5,Puebla,Puebla,ICT,false,false,false,5.0,202113,202313,TEC A
CIS,Aguascalientes,1,2.0,5,Aguascalientes,Aguascalientes,CIS,false,false,false,2.0,202113,202313,TEC A+
IIT,Estado de México,1,2.0,5,Estado de México,Estado de México,IIT,false,false,false,2.0,202113,202313,NO TEC C
ICI,Estado de México,1,13.0,5,Estado de México,Estado de México,ICI,false,false,false,13.0,202113,202313,NO TEC A
ESC,Monterrey,1,8.0,5,Monterrey,Monterrey,ESC,false,false,false,8.0,202113,202313,TEC B
ESC,Toluca,1,1.0,5,Toluca,Toluca,ESC,false,false,false,1.0,202113,202313,TEC B
ESC,Sonora Norte,1,19.0,5,Sonora Norte,Sonora Norte,ESC,false,false,false,19.0,202113,202313,TEC A+
ESC,León,1,7.0,5,León,León,ESC,false,false,false,7.0,202113,202313,TEC A
ESC,Querétaro,1,12.0,5,Querétaro,Querétaro,ESC,false,false,false,12.0,202113,202313,TEC A+
NEG,Sinaloa,1,27.0,5,Sinaloa,Sinaloa,NEG,false,false,false,27.0,202113,202313,TEC A+
IIT,Ciudad Obregón,1,6.0,5,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,6.0,202113,202313,NO TEC A+
IIT,Aguascalientes,1,13.0,5,Aguascalientes,Aguascalientes,IIT,false,false,false,13.0,202113,202313,TEC A
CIS,Santa Fe,1,9.0,5,Santa Fe,Santa Fe,CIS,false,false,false,9.0,202113,202313,NO TEC A
NEG,Querétaro,1,7.0,5,Querétaro,Querétaro,NEG,false,false,false,7.0,202113,202313,TEC B
NEG,Sonora Norte,1,1.0,5,Sonora Norte,Sonora Norte,NEG,false,false,false,1.0,202113,202313,TEC B
AMC,Sonora Norte,1,5.0,5,Sonora Norte,Sonora Norte,AMC,false,false,false,5.0,202113,202313,TEC A+
ESC,Estado de México,1,16.0,5,Estado de México,Estado de México,ESC,false,false,false,16.0,202113,202313,NO TEC A
IBQ,Guadalajara,1,6.0,5,Guadalajara,Guadalajara,IBQ,false,false,false,6.0,202113,202313,TEC A
ICT,Ciudad Obregón,1,1.0,5,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,1.0,202113,202313,TEC A
NEG,Puebla,1,3.0,5,Puebla,Puebla,NEG,false,false,false,3.0,202113,202313,NO TEC B
ICI,Ciudad de México,1,8.0,5,Ciudad de México,Ciudad de México,ICI,false,false,false,8.0,202113,202313,TEC A+
IIT,Cuernavaca,1,7.0,5,Cuernavaca,Cuernavaca,IIT,false,false,false,7.0,202113,202313,TEC A
IIT,Chiapas,1,2.0,5,Chiapas,Chiapas,IIT,false,false,false,2.0,202113,202313,TEC A
ICI,Irapuato,1,1.0,5,Irapuato,Irapuato,ICI,false,false,false,1.0,202113,202313,NO TEC A
ICT,Puebla,1,14.0,5,Puebla,Puebla,ICT,false,false,false,14.0,202113,202313,NO TEC A
NEG,León,1,3.0,5,León,León,NEG,false,false,false,3.0,202113,202313,TEC B
ICI,Cuernavaca,1,2.0,5,Cuernavaca,Cuernavaca,ICI,false,false,false,2.0,202113,202313,TEC A+
ESC,Laguna,1,7.0,5,Laguna,Laguna,ESC,false,false,false,7.0,202113,202313,TEC A+
NEG,Chiapas,1,8.0,5,Chiapas,Chiapas,NEG,false,false,false,8.0,202113,202313,TEC A+
NEG,Hidalgo,1,21.0,5,Hidalgo,Hidalgo,NEG,false,false,false,21.0,202113,202313,NO TEC A+
ESC,San Luis Potosí,1,13.0,5,San Luis Potosí,San Luis Potosí,ESC,false,false,false,13.0,202113,202313,TEC A
ESC,Morelia,1,1.0,5,Morelia,Morelia,ESC,false,false,false,1.0,202113,202313,NO TEC A
ICT,Saltillo,1,1.0,5,Saltillo,Saltillo,ICT,false,false,false,1.0,202113,202313,TEC A+
IBQ,Morelia,1,1.0,5,Morelia,Morelia,IBQ,false,false,false,1.0,202113,202313,NO TEC A
ICT,Estado de México,1,21.0,5,Estado de México,Estado de México,ICT,false,false,false,21.0,202113,202313,NO TEC A+
AMC,Guadalajara,1,9.0,5,Guadalajara,Guadalajara,AMC,false,false,false,9.0,202113,202313,NO TEC B
NEG,Saltillo,1,11.0,5,Saltillo,Saltillo,NEG,false,false,false,11.0,202113,202313,NO TEC A
NEG,Sinaloa,1,32.0,5,Sinaloa,Sinaloa,NEG,false,false,false,32.0,202113,202313,NO TEC A+
NEG,Ciudad Juárez,1,11.0,5,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,11.0,202113,202313,TEC A
IIT,Aguascalientes,1,4.0,5,Aguascalientes,Aguascalientes,IIT,false,false,false,4.0,202113,202313,NO TEC A
ICI,Puebla,1,2.0,5,Puebla,Puebla,ICI,false,false,false,2.0,202113,202313,NO TEC A
CIS,Estado de México,1,14.0,5,Estado de México,Estado de México,CIS,false,false,false,14.0,202113,202313,TEC A+
ICI,Querétaro,1,3.0,5,Querétaro,Querétaro,ICI,false,false,false,3.0,202113,202313,NO TEC A
IIT,Laguna,1,6.0,5,Laguna,Laguna,IIT,false,false,false,6.0,202113,202313,TEC A
CIS,Guadalajara,1,5.0,5,Guadalajara,Guadalajara,CIS,false,false,false,5.0,202113,202313,TEC A+
IBQ,Toluca,1,18.0,5,Toluca,Toluca,IBQ,false,false,false,18.0,202113,202313,TEC A+
IBQ,Estado de México,1,4.0,5,Estado de México,Estado de México,IBQ,false,false,false,4.0,202113,202313,NO TEC A
ICT,Laguna,1,6.0,5,Laguna,Laguna,ICT,false,false,false,6.0,202113,202313,NO TEC A
IBQ,Tampico,1,3.0,5,Tampico,Tampico,IBQ,false,false,false,3.0,202113,202313,TEC A+
ESC,San Luis Potosí,1,2.0,5,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.0,202113,202313,TEC B
IIT,Querétaro,1,39.0,5,Querétaro,Querétaro,IIT,false,false,false,39.0,202113,202313,NO TEC A
ESC,Puebla,1,18.0,5,Puebla,Puebla,ESC,false,false,false,18.0,202113,202313,TEC A+
NEG,Morelia,1,6.0,5,Morelia,Morelia,NEG,false,false,false,6.0,202113,202313,TEC A+
ESC,Monterrey,1,6.0,5,Monterrey,Monterrey,ESC,false,false,false,6.0,202113,202313,NO TEC B
ICT,Estado de México,1,2.0,5,Estado de México,Estado de México,ICT,false,false,false,2.0,202113,202313,NO TEC B
IIT,Tampico,1,1.0,5,Tampico,Tampico,IIT,false,false,false,1.0,202113,202313,NO TEC C
NEG,Toluca,1,2.0,5,Toluca,Toluca,NEG,false,false,false,2.0,202113,202313,NO TEC B
ICT,Santa Fe,1,8.0,5,Santa Fe,Santa Fe,ICT,false,false,false,8.0,202113,202313,TEC A
IBQ,Tampico,1,3.0,5,Tampico,Tampico,IBQ,false,false,false,3.0,202113,202313,NO TEC A+
NEG,Guadalajara,1,79.0,5,Guadalajara,Guadalajara,NEG,false,false,false,79.0,202113,202313,NO TEC A+
ESC,San Luis Potosí,1,4.0,5,San Luis Potosí,San Luis Potosí,ESC,false,false,false,4.0,202113,202313,NO TEC A
NEG,Tampico,1,8.0,5,Tampico,Tampico,NEG,false,false,false,8.0,202113,202313,TEC A
ESC,Toluca,1,2.0,5,Toluca,Toluca,ESC,false,false,false,2.0,202113,202313,NO TEC B
IIT,Ciudad de México,1,34.0,5,Ciudad de México,Ciudad de México,IIT,false,false,false,34.0,202113,202313,NO TEC A
IIT,Saltillo,1,18.0,5,Saltillo,Saltillo,IIT,false,false,false,18.0,202113,202313,NO TEC A+
NEG,Sinaloa,1,17.0,5,Sinaloa,Sinaloa,NEG,false,false,false,17.0,202113,202313,TEC A
NEG,Ciudad de México,1,43.0,5,Ciudad de México,Ciudad de México,NEG,false,false,false,43.0,202113,202313,TEC A+
ICT,Cuernavaca,1,2.0,5,Cuernavaca,Cuernavaca,ICT,false,false,false,2.0,202113,202313,NO TEC A
IIT,Tampico,1,8.0,5,Tampico,Tampico,IIT,false,false,false,8.0,202113,202313,NO TEC A+
NEG,Chihuahua,1,14.0,5,Chihuahua,Chihuahua,NEG,false,false,false,14.0,202113,202313,NO TEC A+
ICI,Santa Fe,1,2.0,5,Santa Fe,Santa Fe,ICI,false,false,false,2.0,202113,202313,NO TEC A
NEG,Aguascalientes,1,13.0,5,Aguascalientes,Aguascalientes,NEG,false,false,false,13.0,202113,202313,NO TEC A+
NEG,Cuernavaca,1,15.0,5,Cuernavaca,Cuernavaca,NEG,false,false,false,15.0,202113,202313,NO TEC A
NEG,Sonora Norte,1,1.0,5,Sonora Norte,Sonora Norte,NEG,false,false,false,1.0,202113,202313,NO TEC B
SLD,Chihuahua,1,6.0,5,Chihuahua,Chihuahua,SLD,false,false,false,6.0,202113,202313,NO TEC A
IBQ,Morelia,1,1.0,5,Morelia,Morelia,IBQ,false,false,false,1.0,202113,202313,TEC A+
IIT,Guadalajara,1,2.0,5,Guadalajara,Guadalajara,IIT,false,false,false,2.0,202113,202313,NO TEC B
SLD,Chihuahua,1,15.0,5,Chihuahua,Chihuahua,SLD,false,false,false,15.0,202113,202313,TEC A+
